exercise	part	section	fen	turn	solutionSan	solutionUci	solutionText	whitePlayer	blackPlayer	event	year	game	bookPage	pdfPage
513	priyome	academic	rn2k2r/pb2q1pp/1ppbpn2/3p1p2/2PP4/1P1BPN2/PB3PPP/RNQ2RK1 w kq - 0 1	white	cxd5 Ba3 Bxa3	c4d5 d6a3 b2a3	10.cxd5! A standard exchange when Black can’t take back with the e-pawn (f5 would drop). 10.Ba3 is a normal plan, but White may only get one chance for the text move. 10...Nxd5² White has an advantage in the centre. The strategic plan is e3-e4, opening the e-file and the b1-h7 diagonal. 10...cxd5?! 11.Ba3±	Kramnik	Caen University	Paris (Simul)	2006	Kramnik – Caen University, Paris (Simul) 2006	391	391
514	priyome	academic	r3k2r/1bqnbppp/p2ppn2/6B1/1p2PP2/1N1B3Q/PPP3PP/1NKRR3 b kq - 0 1	black	e5 Nd4 a5 a4 Bc8 fxe5 b3	e6e5 b3d4 a6a5 a2a4 b7c8 f4e5 b4b3	14...e5! 14...a5 is a mistake due to 15.Nd4, so Black starts by stopping the knight’s journey. 15.N1d2 a5 16.Kb1 16.Nc4 a4 is sometimes dangerous due to: 17.Nd4!? (Black could have gone for the prophylactic 16...Bc8!? on the previous move to avoid this, but it wasn’t necessary.) 17...exd4 18.e5 On this occasion Black remains on top after: 18...dxe5 19.fxe5 b3!µ 16...a4 17.Nc1 0-0 Black’s attack is faster – which normally means winning. Veselin Topalov “...I always play only for first place, with my style, 100% effort in every game...”	Kamsky	Topalov	Sofia	2006	Kamsky – Topalov, Sofia 2006	392	392
515	priyome	academic	r2q1rk1/pb3pbp/1p2p1p1/n7/3PP3/3BB3/P2QNPPP/2R2RK1 w - - 0 1	white	h4 Qe7 Bg5 Bxd4 h5	h2h4 d8e7 e3g5 g7d4 h4h5	15.h4!± Preparing to put Black’s kingside under pressure. 15...Qe7 It’s required to calculate a line: 15...Qxh4? 16.Bg5 Qg4 17.f3 Qh5 18.Ng3 Bxd4+ 19.Rf2+– 16.h5± Exchanging on g6 is always an option, but it’s more likely that White will play h5-h6 at some point. With that being said, it makes sense to postpone the decision for at least a few moves, to keep Black guessing.	Carlsen	Ivanchuk	Morelia/Linares	2007	Carlsen – Ivanchuk, Morelia/Linares 2007	393	393
516	priyome	academic	r2q1rk1/pb1pbppp/np2pn2/2p5/2PP4/2N2NP1/PPQ1PPBP/R1B2RK1 w - - 0 1	white	d5 exd5 Nh4 Nc7	d4d5 e6d5 f3h4 a6c7	9.d5! The bishop on b7 would be misplaced in a Benoni structure, as would the bishop on e7. 9...exd5 10.Nh4!² White gets the pawn back. 10.Ng5 Nc7÷	Khalifman	S. Cao	Dresden	2007	Khalifman – S. Cao, Dresden 2007	393	393
517	priyome	academic	2rrq1k1/p6p/bppbpn2/3p1pp1/2PP4/1P1NP1P1/PBR2PBP/3QR1K1 b - - 0 1	black	g4 f3 gxf3	g5g4 f2f3 g4f3	20...g4!÷ Securing the e4-square à la Yusupov, a great expert in this system and Anand’s former coach. 20...Rc7 21.f3 g4 is too late: 22.e4! gxf3 23.e5±	Kramnik	Anand	Nice (Rapid)	2008	Kramnik – Anand, Nice (Rapid) 2008	394	394
518	priyome	academic	r1b2rk1/1p1nqpp1/p1pbp2p/3p4/2PP4/2NBPN2/PPQ2PPP/2R2RK1 w - - 0 1	white	c5 Bc7 e4 dxe4 Nxe4 e5 Rfe1	c4c5 d6c7 e3e4 d5e4 c3e4 e6e5 f1e1	12.c5! Together with the next move, this is a standard method. 12.e4 allows 12...dxc4 13.Bxc4 and Black has several options, 13...c5= for instance. 12...Bc7 13.e4! Otherwise Black goes ...e6-e5. 13...dxe4 14.Nxe4² White plays against the bishop on c8, and with the idea that 14...e5 15.Rfe1 leaves Black’s queen exposed. It’s possible to analyse further, but this is all you need to see to decide to play 12.c5.	Ivanchuk	Topalov	Sofia	2008	Ivanchuk – Topalov, Sofia 2008	394	394
519	priyome	academic	r3k2r/pbqn1ppp/2pbp3/8/3PB3/p3P3/1P1N1PPP/R1BQ1RK1 w kq - 0 1	white	Nc4 Bxh2+ Kh1 Nb6 Nd6+ Qxd6 b3 Bg3 fxg3 Qxg3 Qh5 a2 Bd2	d2c4 d6h2 g1h1 d7b6 c4d6 c7d6 b2b3 h2g3 f2g3 d6g3 d1h5 a3a2 c1d2	14.Nc4! In many similar positions, the h-pawn is less important than controlling the dark squares on the queenside. 14...Bxh2+ 15.Kh1 Nb6 15...Bd6 16.Nxd6+ Qxd6 17.b3! and Black’s king is kept in the centre. 15...axb2?!± picks up another pawn but speeds up White’s development. 16.b3! In the game there followed 16.Nxb6 axb6 17.g3 Bxg3 18.fxg3 Qxg3 19.Qh5 and White eventually won. However, Sveshnikov later introduced 18...a2!! when Black has more than sufficient compensation for the piece. 16...Nxc4 17.bxc4 Bd6 18.c5 Be7 19.Rxa3² In return for the sacrificed pawn, White benefits from a superior pawn structure and an active bishop on e4, in contrast with its counterpart on b7. The plan from here is simply to develop with Bd2, Qc2 and Rfa1, putting pressure on the a-pawn. Also note that Black doesn’t have any active use for the extra pawn for the moment.	Kramnik	Shirov	Moscow	2008	Kramnik – Shirov, Moscow 2008	395	395
520	priyome	academic	r2qr1k1/pp3ppp/2n2n2/7b/3p1N2/P2B1P2/1PP3PP/R1BQ1RK1 w - - 0 1	white	Nxh5 Nxh5 f4 Nf6 Qf3	f4h5 f6h5 f3f4 h5f6 d1f3	15.Nxh5! White’s main plan is not to attack the isolated pawn, but to gain space on both wings and use the bishop pair. Sending Black’s knight to h5 wins time. 15...Nxh5 16.f4 Nf6 17.Qf3²	Topalov	Ivanchuk	Nanjing	2008	Topalov – Ivanchuk, Nanjing 2008	396	396
521	priyome	academic	r2qk2r/pb3ppp/2pbpn2/8/3PB3/pP2PN2/5PPP/R1BQ1RK1 w kq - 0 1	white	Nd2 Qe7 f3 h5	f3d2 d8e7 f2f3 h7h5	14.Nd2! White would rather sacrifice a pawn than allow the freeing ...c6-c5. 14.Bd3 Qe7! defends the a3-pawn temporarily, and supports ...c6-c5 (after castling). 15.e4 Bb4= 14...Nxe4 14...Qc7 was played by Kramnik against Topalov in their 2006 match, after which Topalov continued to sacrifice the h-pawn. 15.Nxe4 Bxh2+ 16.Kxh2 Qh4+ 17.Kg1 Qxe4 18.f3 Qg6 19.Bxa3 Black can’t castle and White’s bishop is much better than Black’s. Those factors would normally be worth much more than a pawn, but Leko had seen at home that he could create just enough counterplay to achieve a draw. 19...h5! White will soon have to think about a queen exchange.	Anand	Leko	Elista	2009	Anand – Leko, Elista 2009	396	396
522	priyome	academic	r3kn1r/pppbbpp1/8/2p1P1B1/3N3p/5N1P/PPP2PP1/3RR1K1 w kq - 0 1	white	e6 fxe6 Nxe6 Bxg5 Nxg7+	e5e6 f7e6 d4e6 e7g5 e6g7	20.e6! White should always be on the lookout for opportunities to play this move in the Berlin endgame, as it increases the scope of virtually all White’s pieces, and may also lead to attacking chances against the black king. (With some chess education, you should automatically recognize this as a position where Black cannot castle – although in this particular case, Black would not get a chance to castle even it were legal.) 20...fxe6 20...Nxe6? 21.Nf5 Bxg5 22.Nxg7++–; 20...Bxe6?! 21.Nf5± 21.Bxe7 Kxe7 22.Nf5+ Kf6 23.Ne3² Ng4+ comes next.	Carlsen	Naiditsch	Dortmund	2009	Carlsen – Naiditsch, Dortmund 2009	397	397
523	priyome	academic	r2qr1k1/3b1pbp/pp1p2p1/2pP3n/P7/2N3P1/1PQBPPBP/1R3RK1 w - - 0 1	white	b4 b5	b2b4 b6b5	18.b4!= Before Black has time for ...b6-b5, which is now stopped. 18.e4 b5³	Karpov	Nueesch	Zurich (Simul)	2009	Karpov – Nueesch, Zurich (Simul) 2009	398	398
524	priyome	academic	r1bq1rk1/1p3pbp/2pp1np1/p1nPp3/2P1P1P1/P1N1B2P/1P1N1P2/R2QKB1R b KQ - 0 1	black	a4 Bxc5 dxc5 Nxa4 Qa5 Nc3 Ne8	a5a4 e3c5 d6c5 c3a4 d8a5 a4c3 f6e8	11...a4! A standard sacrifice. With g2-g4 played, White hardly wants to give up the dark-squared bishop. Topalov played 11...Nfd7. 12.Bxc5?! Critical but dubious. 12.Qf3!? is one of a few moves which offers White chances for an edge in a complicated position. 12...dxc5 13.Nxa4 13.dxc6? bxc6 14.Nxa4 is worse in view of 14...Qa5 15.Nc3 Ne8µ when the knight heads towards d4. 13...cxd5 14.cxd5 Bh6© Black has good prospects on the dark squares. Veselin Topalov “Magnus’s huge advantage is that he’s able to play well for a very long time, to make a lot of good moves, as if forever. His brain works well after the fifth, sixth or seventh hour of play... In my view he should give his brain to science...”	Carlsen	Topalov	Nanjing	2009	Carlsen – Topalov, Nanjing 2009	398	398
525	priyome	academic	2r1qrk1/pp1b2bp/8/3Ppp2/1Q6/2P1B1P1/P4PBP/R4RK1 b - - 0 1	black	f4 Bc5 f3 Bh1 b5 Bxf8 Bxf8	f5f4 e3c5 f4f3 g2h1 b7b5 c5f8 g7f8	22...f4! 23.Bc5 There is a tactical point: 23.gxf4 exf4 24.Bxf4 Bxc3µ Winning an exchange. 23.Bxa7! is the best chance. Play continues 23...f3 24.Bh1 b5!³ when Black is still the favourite, but at least White has a couple of pawns to compensate for the dead bishop. 23...f3 24.Bxf8 24.Bh1 kills White’s bishop forever. 24...Rf4! is a nice detail, after which 25.c4 b6 sees Black pick up the c4-pawn with a strategically won game. 24...Bxf8 25.Qxb7 fxg2 26.Kxg2–+ Materially White is more or less okay, but Black should be able to use the bishops to create decisive threats against the king.	Leko	Topalov	Nanjing	2009	Leko – Topalov, Nanjing 2009	399	399
526	priyome	academic	r3k2r/ppp1bpp1/2p1b3/4PnBp/8/2N2N1P/PPPR1PP1/R5K1 b kq - 0 1	black	Rd8 Ne4	a8d8 c3e4	13...Rd8! Black can’t castle (since the king has moved – you should realize this when seeing the pawn structure!), and exchanging one pair of rooks makes it easier to live with less space. Black should carry out this plan immediately, otherwise it can be stopped by Rad1. However, Black wants to keep the second rook, for several reasons. Firstly, the presence of a rook makes it harder for White to advance the kingside pawn majority, as this would expose White’s king. On a more general note, a rook tends to cooperate well with a bishop or pair of bishops. Furthermore, preserving one rook reduces the risk of Black ending up in a bad endgame with a single bad bishop against a stronger knight. A test solver mentioned the strange-looking 13...Rg8!? to prepare ...f7-f6. However, after 14.Ne4! it’s time to revert to the main plan: 14...Rd8=	Anand	Karjakin	Moscow (Blitz)	2009	Anand – Karjakin, Moscow (Blitz) 2009	400	400
527	priyome	academic	r1bq1rk1/pp2ppbp/6p1/n1p5/3PP3/2PBB3/P3NPPP/R2Q1RK1 b - - 0 1	black	b6 Rc1 Bb7 d5 e5 Bxc5 Qc7	b7b6 a1c1 c8b7 d4d5 e7e5 e3c5 d8c7	11...b6! Black doesn’t want to capture on d4 yet, opening the c-file for White’s rook. Instead, Anand makes a standard move offering a pawn sacrifice. 11...cxd4 12.cxd4 b6 13.Rc1 Bb7 14.d5² 12.dxc5 This is the critical move to check. 12.Qd2 was the game continuation. 12.Rc1 is met by 12...e5!„ and if White answers with d4-d5, Black is satisfied to have the c-pawns on the board. 12...bxc5 12...Qc7 is also a normal move, to open the a-file as well. 13.Bxc5 Qc7 Black’s activity and use of the c4- square yield enough compensation for the pawn.	Topalov	Anand	Sofia (1)	2010	Topalov – Anand, Sofia (1) 2010	401	401
528	priyome	academic	1rrq2k1/1b3pb1/pp1ppnp1/4n2p/P1PNP3/1PN2PB1/3Q2PP/1RR2B1K b - - 0 1	black	h4 Rd1 Bh6 Qe1 Bf4 Bxh4 Nxe4 Bxd8 Nd2 Ne4 Rxd8 Nf6+	h5h4 c1d1 g7h6 d2e1 h6f4 g3h4 f6e4 h4d8 e4d2 c3e4 c8d8 e4f6	21...h4! Gaining space. The tactical justification is so standard that we can call it a positional motif. 21...Qf8 22.Rd1 Bh6 23.Qe1² 22.Bf4 The h-pawn can become weak, of course, but Black trusts that he will achieve a pawn lever with the b- or d-pawns if White goes after it. 22.Bxh4 Nxe4! is the tactical point, when White is worse in every line: 23.Qe1 (23.Bxd8? Nxd2–+; 23.Nxe4? Qxh4 and if 24.Nxd6? Rd8 White loses one of the knights.) 23...g5!³ Forcing the exchange of knight for bishop is the most ambitious approach, giving Black excellent prospects on the dark squares. (But even after the more modest 23...Bf6 or 23...Nf6, Black would benefit from exchanging the h-pawn for White’s central pawn. The b7-bishop would certainly approve!) 22...Rc5!? It’s worth including a few more moves to see how Carlsen uses the h-pawn. 22...Nh5 23.Be3 Ba8² is a reasonable alternative. 23.Re1 23.Kg1!² is an improvement pointed out by a test solver. 23...Nh5 24.Be3 Ng3+! 25.Kg1 25.hxg3? hxg3 is too dangerous for White. (The analysis contains some nice points, but the details are too much for this book.) 25...Nxf1 Black soon gained a strong attack on the light squares.	Hammer	Carlsen	Kristiansund (Rapid)	2010	Hammer – Carlsen, Kristiansund (Rapid) 2010	401	401
529	priyome	academic	r1bq1rk1/p4pb1/n1pp2pp/4p2n/2P1P3/2N1BN1P/PP1QBPP1/R3K2R b KQ - 0 1	black	Nf4 g3	h5f4 g2g3	12...Nf4 The knight belongs here, and sacrificing a pawn is no big deal. 12...Qf6? 13.g3± 13.0-0!÷ 13.Bxf4 exf4 14.Qxf4 gives Black the initiative, and moves such as ...Rb8, ...Re8, ...Nc5 and ...Qb6/a5 will mostly come with gain of tempo.	Bluvshtein	Topalov	Khanty-Mansiysk (Ol)	2010	Bluvshtein – Topalov, Khanty-Mansiysk (Ol) 2010	402	402
530	priyome	academic	r2q1rk1/1b2bppp/pp1ppn2/2n5/2PQP3/BPN2NP1/P4PBP/R2R2K1 w - - 0 1	white	e5 dxe5 Qxd8 Rfxd8 Nxe5 Bxg2 Kxg2 Bf8 b4 Nce4 Na4 Nd7 f4 Bc5 bxc5 Rac8 Bb4 bxc5 a3	e4e5 d6e5 d4d8 f8d8 f3e5 b7g2 g1g2 e7f8 b3b4 c5e4 c3a4 f6d7 f2f4 f8c5 b4c5 a8c8 a3b4 b6c5 a2a3	13.e5! This is a theoretical position, but it finds its way into the book because it’s a standard method which can be applied in similar positions. White takes concrete measures before Black has developed with ...Qc7, ...Rfd8 and ...Rac8. 13...dxe5 14.Qxd8 Rfxd8 15.Nxe5 Bxg2 16.Kxg2 The c6-square is White’s first asset. 16...Bf8 16...Rdc8 can be met by: 17.b4!? Not the only good move. 17...Nce4 (17...Nb7? 18.Na4! Bd8 19.Rxd8+!+–) 18.Nxe4 Nxe4 19.Nd7² 17.Bxc5!? 17.f4 was Karpov’s move. 17...Bxc5 17...bxc5 18.Na4² The knights will soon enter, giving White control over the d-file. 18.Na4 Rac8 18...Kf8? 19.b4! Bxb4 20.Nxb6 is winning for White. 19.Nxc5 bxc5 20.a3² Instead of trying to put pressure on the “weak” d6-pawn, the best idea was to exchange it straight away, leaving White with a pleasant edge in the resulting endgame.	Karpov	Milliet	Cap d’Agde (Rapid)	2010	Karpov – Milliet, Cap d’Agde (Rapid) 2010	403	403
531	priyome	academic	r1bq1rk1/1p3pb1/p2p1np1/2pPn2p/P3P3/2N1BPN1/1P2B1PP/R2QK2R w KQ - 0 1	white	O-O c4 h4	e1g1 c5c4 h2h4	13.0-0! It’s better to redeploy the knight via h1 and f2, rather than obstructing castling with Nf1. 13.Bg5 is met with 13...c4!÷ when the bishop would have preferred to be on e3. Note that White can’t castle short due to the check on b6. 13...Nh7 13...h4 14.Nh1 h3?! is premature in view of: 15.g4!± 14.Qd2 h4 15.Nh1 f5 Many games have reached this position, with a 58% score for White.	Ponomariov	Moranda	Warsaw (Blitz)	2010	Ponomariov – Moranda, Warsaw (Blitz) 2010	404	404
532	priyome	academic	r1b2rk1/3nqpbp/p1pp1np1/1p2p3/2PPP3/2N1BNPP/PP3PB1/R2QR1K1 w - - 0 1	white	c5 dxc5 dxe5 Nxe5 Nxe5 Qxe5 f4 Qe7 e5	c4c5 d6c5 d4e5 d7e5 f3e5 e7e5 f2f4 e5e7 e4e5	12.c5! Undermining the defence of the e5-pawn. 12.Qc2² gives White a modest plus. 12...dxc5 12...exd4 13.cxd6 Qxd6 14.Nxd4 Bb7 15.f4+– and Black will be forced backwards. 13.dxe5 Nxe5 14.Nxe5 Qxe5 15.f4 Qe7 16.e5+– White wins back the pawn, and has much better minor pieces. At least one more black pawn will drop.	Khalifman	Puusep	Puhajarve (Rapid)	2011	Khalifman – Puusep, Puhajarve (Rapid) 2011	404	404
533	priyome	academic	r3r1k1/p2qbppp/1p3n2/3p2B1/P2N3Q/7R/1P3PPP/R5K1 b - - 0 1	black	Kf8 Qxh7 g6 Bxf6 Bxf6 Qh5 Bd8 Qh7 Rc8	g8f8 h4h7 g7g6 g5f6 e7f6 h7h5 f6d8 h5h7 a8c8	Black is a pawn up, but White has a crude attack along the h-file. 22...Kf8! Ensuring that Qxh7 will not come with check. White has no time to take back the pawn. 22...h6?! is met by 23.Bxh6 when Black can’t take the bishop, although 23...g6= is still okay. (23...Qg4 24.Qxg4 Nxg4 25.Bxg7!²); 22...h5!? is another standard defence which is good enough for equality. 23.Bxf6 Bxf6 24.Qxh5 g6 The fianchettoed bishop defends the king well. 25.Qh7+ Kf8 26.Qh6+ Black can avoid the repetition. The isolated d-pawn is not a problem because it’s also a passer, and because Black can challenge the blockading knight with ...Re4. 23.Nf3 23.Rd1 Bd8³; 23.Bxf6?? Bxf6 24.Qxh7 Bxd4–+ 23...Rac8 24.Bxf6 Bxf6 25.Qxh7 It is now possible to capture on b2, but 25...Rc4!µ is the strongest move, preparing to block the e-file if White starts checking.	Anand	Howell	London	2011	Anand – Howell, London 2011	405	405
534	priyome	academic	rnbqk2r/pp2b1pp/2p5/3n1pN1/2QPp3/2N3P1/PP2PPBP/R1B2RK1 w kq - 0 1	white	f3 exf3 Nxd5 Kd7 Bxf3	f2f3 e4f3 c3d5 e8d7 g2f3	11.f3! Instead of retreating or defending the knight, White wants to open the centre to increase the scope of the g2-bishop and punish Black’s slow development. Simple tactics are used to carry out positional objectives. Topalov played 11.h4 and this book’s editor went on to win, finishing with a discovered-check motif that would have been at home in the first Woodpecker. 11...exf3 The point is that 11...Bxg5 12.Bxg5 Qxg5 is met by 13.Nxd5+– when the knight cannot be captured and the centre soon opens up. 11...Nxc3? s refuted by 12.Qf7+ Kd7 13.bxc3 when the knight still can’t be captured, now because of a different pin. 12.Bxf3+– Other captures are also strong, but this one is best. Captures on g5 are met in the same way, and Black is desperately behind in development with the centre opening up.	Topalov	Greet	Edinburgh (Simul)	2012	Topalov – Greet, Edinburgh (Simul) 2012	406	406
535	priyome	academic	2kr2nr/ppqbb1pp/2n1p3/4Pp2/2Pp4/P2B1NB1/1P1N1PPP/R2QK2R w KQ - 0 1	white	h4	h2h4	13.h4!± Stopping Black from grabbing space with ...g7-g5. It may seem counterintuitive to move a pawn on the wing where White may wish to castle, but it’s an important prophylactic move before starting the promising attack on the queenside. White can delay castling: in the game the king moved to f1 twenty moves later.	Areshchenko	Topalov	Kyiv (Rapid)	2013	Areshchenko – Topalov, Kyiv (Rapid) 2013	407	407
536	priyome	academic	3r1rk1/ppq2ppp/2n2n2/2p1pb2/2BP4/P1P1PN1P/1B2QPP1/3R1RK1 b - - 0 1	black	e4 Nd2 Bg6 Ba2 cxd4 cxd4 Na5 Qe1	e5e4 f3d2 f5g6 c4a2 c5d4 c3d4 c6a5 e2e1	14...e4 Chasing away the main defender of White’s king. 15.Nd2 Bg6! Forcing White to either weaken the kingside, or misplace two heavy pieces. 15...Na5?! 16.Ba2 does not help. White threatens c3-c4, and if 16...cxd4 17.cxd4 Qc2 18.Rb1 the knight is out of play on a5. 16.Rc1 If 16.f3? exf3µ Black exerts pressure on the e-file with ...Rfe8 next. 16...Na5! Now this move works well. 16...Ne7 was played in the game. 17.Ba2 Bh5! White must either weaken the kingside or allow: 18.Qe1 c4! White’s bishops have had happier days.	Korobov	Topalov	Kyiv (Rapid)	2013	Korobov – Topalov, Kyiv (Rapid) 2013	407	407
537	priyome	academic	1r1qr1k1/3b1pbp/pP1p2p1/2pPn2n/4P3/N1N3PP/1P3PB1/R1BQ1RK1 b - - 0 1	black	Bb5 f4 Qxb6	d7b5 f2f4 d8b6	17...Bb5! Giving a pawn to avoid suffering after f2-f4. 17...Qxb6? 18.f4± 18.Naxb5 axb5 19.Nxb5 Qxb6 20.Na3 Aimed at controlling the c4-square, but in the long run White might have problems with this knight. 20...Qb3© The start of a typical queenside invasion.	Ponomariov	Etienne Bacrot	Elancourt	2013	Ponomariov – Etienne Bacrot, Elancourt 2013	408	408
538	priyome	academic	r1bqkb1r/pp1n1pp1/2n1p2p/2ppP3/3P4/2PB1N2/PP1N1PPP/R1BQ1RK1 b kq - 0 1	black	g5 Nb3	g7g5 d2b3	8...g5! White has castled, so Black takes the opportunity to launch a flank operation – attacking the centre. With the c-pawns exchanged, White would conveniently be able to defend the d-pawn with Nb3, but now, that runs into a fork. 9.dxc5?! A concession, giving Black a pleasant game after capturing either of the available pawns. 9.h3 would be met by 9...h5. 9.Kh1!? and 9.b3!? are the critical moves.	Anand	Nakamura	Zurich (Blitz)	2014	Anand – Nakamura, Zurich (Blitz) 2014	409	409
539	priyome	academic	r2q1r2/1p1nppkp/2bp2p1/3N4/p1P1P3/3BR3/PP1Q1PPP/R5K1 b - - 0 1	black	e5 Rh3 h5 Nc3 Nc5	e7e5 e3h3 h7h5 d5c3 d7c5	16...e5! Threatening ...Bxd5 (with a good knight against a bad bishop) without getting a backward pawn on e7. It’s also important to open the d8-h4 diagonal for the queen. 17.Rh3 h5 With the pawn still on e7, White would have been able to crash through with Rxh5. 18.Nc3 Avoiding ...Bxd5. 18...Nc5 Black’s position is preferable.	Tarasov	Khalifman	Voronezh	2014	Tarasov – Khalifman, Voronezh 2014	409	409
540	priyome	academic	1rbqr1k1/5pbp/p2p1np1/1pnPp1B1/P1p1P1N1/2P3NP/1PBQ1PP1/R3R1K1 w - - 0 1	white	Nh6+ Bxh6 Bxh6	g4h6 g7h6 g5h6	21.Nh6+! Bxh6 21...Kf8?! is dangerous, as White may soon arrange f2-f4. 22.Bxh6± Even though it’s not possible to exploit them for the moment, Black’s dark squares are chronically weak.	Anand	Carlsen	Stavanger	2015	Anand – Carlsen, Stavanger 2015	410	410
541	priyome	academic	r1b2rk1/2qnbppp/p2p4/4p1P1/Np2PP2/4B2P/PPP1Q1B1/2KR3R b - - 0 1	black	exf4 Bxf4 Ne5	e5f4 e3f4 d7e5	16...exf4! Avoiding f4-f5. 17.Bxf4 Ne5µ White’s knight is not happy on a4.	Caruana	Kasparov	St. Louis (Blitz)	2016	Caruana – Kasparov, St. Louis (Blitz) 2016	411	411
542	priyome	academic	2rq1rk1/1b2bppp/p2pp1P1/1p5P/2nNP3/P1N1B3/1PP1QP2/2KR3R b - - 0 1	black	h6 Rdg1 Bf6 Nxe6 Qd7 Nxf8 Bd4	h7h6 d1g1 e7f6 d4e6 d8d7 e6f8 f6d4	In this exercise we will see why 17...Rc8? was a worse move than 17...Bf6!. 18.h6! Black can’t avoid having the h-file opened. 18.gxh7+? is met by 18...Kh8 19.h6 g6µ when the kingside is kept closed. 18.Rdg1 Bf6 19.h6± is promising for White, but including the additional moves before h5-h6 has slightly improved Black’s chances. 18...fxg6 19.Nxe6 Without any ...Bxc3 ideas to worry about, there is no reason for White to avoid this. 19.hxg7 Rf6 20.Rh6± 19...Qd7 20.Nxf8 Bxf8 21.hxg7 Bxg7 22.Bd4+– White is an exchange up.	Karjakin	Topalov	Moscow	2016	Karjakin – Topalov, Moscow 2016	411	411
543	priyome	academic	r1bqkb1r/5pp1/p1n1p3/1p1pP3/2pP1P1P/2P1BN2/PP2N1Q1/R3K2R w KQkq - 0 1	white	f5 exf5 Bg5 f4	f4f5 e6f5 e3g5 f5f4	18.f5! Otherwise Black would control the f5-square with ...Ne7. 18...exf5 If Black kept the tension, then f5-f6 ideas would have been unpleasant (perhaps with Bg5 coming first). But White is also better after the text move, with g5 and f4 being nice squares for the bishop and knights. Black’s king is vulnerable wherever it goes. There is no need to see more moves.	Anand	Pelletier	Zurich	2017	Anand – Pelletier, Zurich 2017	412	412
544	priyome	academic	rnbq1rk1/p4pp1/4pn1p/2p4P/2Q5/P4N2/1P2PPP1/R1B1KB1R w KQ - 0 1	white	g4 Qd5 Qxd5 Nxd5 g5	g2g4 d8d5 c4d5 f6d5 g4g5	12.g4!± Playing in Alpha Zero’s style. The flank attack is justified because Black can’t attack White’s king. 12...Qd5 13.Qxd5 Nxd5 14.g5± Even after the queen exchange, White’s attack is strong.	Kasparov	Nakamura	St. Louis (Blitz)	2017	Kasparov – Nakamura, St. Louis (Blitz) 2017	413	413
545	priyome	academic	3r2k1/p4pbp/Bp1rp1p1/n7/3PP3/4BP2/P4P1P/2RR2K1 w - - 0 1	white	Bg5 Rc6 d5 exd5 Bb5 Ra8 exd5	e3g5 d6c6 d4d5 e6d5 a6b5 d8a8 e4d5	20.Bg5! A normal move to disturb Black, or provoke the awkward ...f7-f6 (weakening e6 and blocking the bishop). 20.d5 exd5 21.Bf4 Rc6 22.exd5 Rxc1 23.Bxc1 Nc6!= 20...f6 20...Re8 21.d5! This move is possible when Black only has one rook on the d-file. 21...exd5 22.Bb5! Ra8 23.exd5+– The pawn runs. 21.Be3± Note that 21...Nc6 is met by 22.d5! when Black can’t take twice. Magnus Carlsen “There wasn’t any particular player I modelled my game after. I tried to learn from everyone and create my own style. I studied past players... Truth be told, I never had a favourite player. It’s just not my nature to go around idolizing people. I just try to learn.” I have no other dream than to play chess. – Anatoly Karpov When I was young, I spent days and nights at the board, studied everything that was created, all stages and twists of theory and chess history. My knowledge was encyclopaedic. And then – also for hours, very intensively – I studied music. These are two things that I love. Music gave me rest, a special state of mind, and opportunities to connect with people emotionally. Chess was more of a struggle. – Vasily Smyslov	Carlsen	Vachier-Lagrave	Zagreb	2019	Carlsen – Vachier-Lagrave, Zagreb 2019	413	413
